意地悪,いじわる,Mean-spiritedness
いちいち,いちいち,one by one
一応,いちおう,"Initially, at least"
一段と,いちだんと,more and more
一流,いちりゅう,top-tier
佚,いつ,佚
一昨日,いっさくじつ,The day before yesterday
一昨年,いっさくねん,Last year
一斉,いっせい,"mass, all at once, simultaneously"
一旦,いったん,Once
一定,いってい,certain
いっていらっし,いっていらっし,I'm so frustrated
ゃい,ゃい,yay
いってらっしゃ,いってらっしゃ,See you later
い,い,one
いってまいりま,いってまいりま,I'm here
す,す,yes
いつのまにか,いつのまにか,somehow
移転,いてん,relocation
井戸,いど,well
緯度,いど,latitude
従姉妹,いとこ,cousin
威張る,いばる,to bluff; to make a show of; to act tough
嫌がる,いやがる,dislike
いよいよ,いよいよ,"Finally, at last"
煎る,いる,to steep
炒る,いる,to stir-fry
入れ物,いれもの,container
インキ,インキ,ink
インタビュー,インタビュー,interview
引力,いんりょく,gravity
ウーマン,ウーマン,woman
ウール,ウール,wool
ウエートレス,ウエートレス,waitress
植木,うえき,gardening
飢える,うえる,to starve
浮ぶ,うかぶ,floating
浮かべる,うかべる,to float
浮く,うく,floating
承る,うけたまわる,"to accept, to take on, to handle, to receive"
受取,うけとり,receipt
受け持つ,うけもつ,"to take on, to assume responsibility for"
薄暗い,うすぐらい,dim
薄める,うすめる,to dilute
打合せ,うちあわせ,agreement
打ち消す,うちけす,"to cancel, to negate, to refute, to counter"
討つ,うつ,"to defeat, to overcome, to vanquish, to kill (in battle)"
うっかり,うっかり,accidentally
映す,うつす,"to reflect, to project, to show"
写る,うつる,"to write, to depict, to portray, to record"
映る,うつる,to be reflected
うどん,うどん,udon
有無,うむ,"existence, presence, absence"
埋める,うめる,to fill
敬う,うやまう,to respect
裏返す,うらがえす,to turn one's back on; to betray; to deceive
裏口,うらぐち,back door
占う,うらなう,"to occupy, to take up"
恨み,うらみ,resentment
恨む,うらむ,to resent
羨ましい,うらやましい,envy
羨む,うらやむ,envy
売上,うりあげ,sales
売り切れ,うりきれ,sold out
売り切れる,うりきれる,to sell out
売行き,うれゆき,sales
うろうろ,うろうろ,wander aimlessly
運河,うんが,canal
うんと,うんと,hmm
英文,えいぶん,English
英和,えいわ,English-Japanese
ええと,ええと,"um, well"
液体,えきたい,liquid
エチケット,エチケット,etiquette
絵の具,えのぐ,paints
エプロン,エプロン,apron
偉い,えらい,"great, important, respectable, eminent"
宴会,えんかい,party
園芸,えんげい,gardening
演劇,えんげき,Drama
円周,えんしゅう,circumference
遠足,えんそく,day trip
延長,えんちょう,extension
煙突,えんとつ,chimney
追い掛ける,おいかける,"to chase after, to pursue, to keep up with"
追い越す,おいこす,to overtake
オイル,オイル,oil
応援,おうえん,cheering
王女,おうじょ,Princess
応ずる,おうずる,respond
応接,おうせつ,Reception
応対,おうたい,"response, dealing with"
往復,おうふく,round trip
欧米,おうべい,Europe and America
応用,おうよう,application
オーケストラ,オーケストラ,orchestra
おおざっぱ,おおざっぱ,clumsy
大通り,おおどおり,Main street
オートメーショ,オートメーショ,Automation
ン,ン,N
オーバーコート,オーバーコート,overcoat
大凡,おおよそ,approximately
お帰り,おかえり,Welcome home
おかけください,おかけください,please
おかげさまで,おかげさまで,Thanks to
おかず,おかず,side dishes
拝む,おがむ,to worship; to revere; to pray to
お代わり,おかわり,Second serving
補う,おぎなう,to supplement
おきのどくに,おきのどくに,October
屋外,おくがい,outdoor
おくさん,おくさん,woman
送り仮名,おくりがな,Sending name
おげんきで,おげんきで,energetic
怠る,おこたる,to neglect
押える,おさえる,"to restrain, to suppress, to control, to hold back, to keep in check"
おさきに,おさきに,early
納める,おさめる,"to pay, to deliver, to submit, to provide"
治める,おさめる,to govern
惜しい,おしい,"valuable, precious, regrettable, pity"
御辞儀,おじぎ,bow
伯父さん,おじさん,uncle
小父さん,おじさん,Old man
叔父さん,おじさん,uncle
おしゃれ,おしゃれ,stylish
おじゃまします,おじゃまします,I'm bothering you
教わる,おそわる,to learn
おだいじに,おだいじに,patience
落着く,おちつく,"to settle down, to come to rest, to be grounded"
御手洗,おてあらい,Wash hands
お出掛け,おでかけ,going out
お手伝いさ,おてつだいさん,Please help
おどかす,おどかす,"to annoy, to irritate, to bother"
落し物,おとしもの,lost and found
おととい,おととい,the day before yesterday
おととし,おととし,last year
おとなしい,おとなしい,quiet
驚かす,おどろかす,to surprise
おねがいします,おねがいします,Please
各々,おのおの,each
伯母さん,おばさん,Aunt
叔母さん,おばさん,Aunt
おはよう,おはよう,Good morning
お参り,おまいり,to pay respects
おまたせしまし,おまたせしまし,Sorry for the delay
た,た,but
おまちください,おまちください,Please wait
おまちどおさま,おまちどおさま,Looking forward to it
おめでたい,おめでたい,Congratulations
思い掛けな,おもいがけない,unintentional
思い込む,おもいこむ,"to believe, to take to heart, to instill"
思いっ切り,おもいっきり,to one's heart's content
思い付く,おもいつく,to come to mind
重たい,おもたい,heavy
おやすみ,おやすみ,Good night
おやつ,おやつ,snack
親指,おやゆび,thumb
オルガン,オルガン,organ
卸す,おろす,to sell wholesale
恩恵,おんけい,benefits
温室,おんしつ,greenhouse
温泉,おんせん,hot spring
温帯,おんたい,Temperate zone
御中,おんちゅう,"To, Dear"
女の人,おんなのひと,Woman
蚊,か,mosquito
カーブ,カーブ,curve
貝,かい,shell
開会,かいかい,opening
会館,かいかん,convention center
改札,かいさつ,turnstile
解散,かいさん,dissolution
海水浴,かいすいよく,swimming in the sea
回数,かいすう,Number of times
回数券,かいすうけん,ticket for a certain number of uses
改正,かいせい,amendment
快晴,かいせい,clear weather
解説,かいせつ,Explanation
改造,かいぞう,modification
開通,かいつう,Opening
回転,かいてん,rotation
解答,かいとう,answer
回答,かいとう,Answer
外部,がいぶ,external
解放,かいほう,liberation
開放,かいほう,open
海洋,かいよう,Ocean
概論,がいろん,Introduction
帰す,かえす,to return
却って,かえって,on the contrary
代える,かえる,to replace
反る,かえる,reflect
家屋,かおく,buildings
係わる,かかわる,to be involved in
書留,かきとめ,Registered mail
書取,かきとり,record
垣根,かきね,fence
掻く,かく,to scratch
嗅ぐ,かぐ,to smell
架空,かくう,fictional
各自,かくじ,each other
拡充,かくじゅう,"expansion, enrichment"
学術,がくじゅつ,academic
各地,かくち,Each region
拡張,かくちょう,extension
角度,かくど,angle
学年,がくねん,Grade
学部,がくぶ,Faculty
格別,かくべつ,"extraordinary, special, remarkable"
確率,かくりつ,probability
学力,がくりょく,academic ability
掛け算,かけざん,multiplication
可決,かけつ,passed
火口,かこう,crater
下降,かこう,decline
重なる,かさなる,"accumulate, pile up, stack"
重ねる,かさねる,"to stack, to pile up, to layer, to accumulate"
飾り,かざり,decoration
火山,かざん,volcano
かしこまりまし,かしこまりまし,I understand
た,た,but
貸し出し,かしだし,rental
過失,かしつ,negligence
果実,かじつ,fruit
貸間,かしま,single room
貸家,かしや,rental house
個所,かしょ,detail
過剰,かじょう,excess
かじる,かじる,to chew
課税,かぜい,taxation
下線,かせん,Underlined
カセット,カセット,cassette
加速,かそく,acceleration
加速度,かそくど,acceleration
固い,かたい,hard
堅い,かたい,"stiff, hard, firm, rigid"
片仮名,かたかな,Hiragana
片付く,かたづく,to become tidy; to tidy up
塊,かたまり,"mass, lump, chunk"
固まる,かたまる,to solidify
片道,かたみち,one-way
傾く,かたむく,to lean
片寄る,かたよる,to lean on; to lean against
学科,がっか,major
学会,がっかい,"society, association, club"
楽器,がっき,instrument
学級,がっきゅう,class
担ぐ,かつぐ,"to bear, to carry, to hold, to take on"
括弧,かっこ,Parentheses
活字,かつじ,print
活躍,かつやく,"active, thriving, making a contribution, playing an active role"
活力,かつりょく,vitality
仮定,かてい,assumption
過程,かてい,process
課程,かてい,course
仮名,かな,kana
仮名遣い,かなづかい,Kana
鐘,かね,bell
加熱,かねつ,heating
兼ねる,かねる,to serve as
カバー,カバー,cover
過半数,かはんすう,majority
被せる,かぶせる,"to cover, to overlay, to place on top of"
釜,かま,pot
紙屑,かみくず,waste paper
神様,かみさま,God
剃刀,かみそり,razor
ガム,ガム,gum
貨物,かもつ,cargo
かゆい,かゆい,itchy
歌謡,かよう,Pop music
殻,から,shell
カラー,カラー,color
からかう,からかう,"to tease, to make fun of, to pull someone's leg"
空っぽ,からっぽ,empty
かるた,かるた,document
枯れる,かれる,to wither
カロリー,カロリー,Calories
かわいがる,かわいがる,to cherish
乾かす,かわかす,to dry
渇く,かわく,thirst
為替,かわせ,foreign exchange
瓦,かわら,tile
代る,かわる,to replace
間隔,かんかく,"space, interval, gap"
換気,かんき,ventilation
感激,かんげき,gratitude
関西,かんさい,Kyoto
鑑賞,かんしょう,appreciation
感ずる,かんずる,"to perceive, to feel, to experience"
間接,かんせつ,indirect
乾燥,かんそう,dryness
感想,かんそう,impressions
観測,かんそく,observation
寒帯,かんたい,cold zone
官庁,かんちょう,government agency
勘違い,かんちがい,misunderstanding
缶詰,かんづめ,canned goods
乾電池,かんでんち,Dry cell
関東,かんとう,Kanto
観念,かんねん,concept
乾杯,かんぱい,Cheers
看板,かんばん,Signboard
看病,かんびょう,caring for
冠,かんむり,crown
漢和,かんわ,Hanwa
気圧,きあつ,atmospheric pressure
器械,きかい,"apparatus, equipment"
着替え,きがえ,changing clothes
機関車,きかんしゃ,locomotive
飢饉,ききん,famine
器具,きぐ,"tool, instrument, apparatus"
期限,きげん,deadline
記号,きごう,symbol
刻む,きざむ,to carve
儀式,ぎしき,ceremony
基準,きじゅん,standard
規準,きじゅん,standard
起床,きしょう,waking up
着せる,きせる,to put on
基礎,きそ,Fundamentals
気体,きたい,gas
基地,きち,base
きっかけ,きっかけ,きっかけ
ぎっしり,ぎっしり,"packed, densely"
基盤,きばん,foundation
客席,きゃくせき,audience
客間,きゃくま,Guest
ギャング,ギャング,gang
キャンパス,キャンパス,campus
休業,きゅうぎょう,Closure
休講,きゅうこう,Exemption from classes
休息,きゅうそく,rest
給与,きゅうよ,salary
休養,きゅうよう,rest
清い,きよい,clean
強化,きょうか,strengthening
境界,きょうかい,boundary
行事,ぎょうじ,event
恐縮,きょうしゅく,"apologies, sorry, I'm sorry"
教養,きょうよう,general knowledge
行列,ぎょうれつ,queue
漁業,ぎょぎょう,fisheries
曲線,きょくせん,curve
規律,きりつ,discipline
斬る,きる,"to cut, to slash, to sever"
気を付ける,きをつける,Pay attention
金魚,きんぎょ,Goldfish
区域,くいき,area
偶数,ぐうすう,even number
空想,くうそう,fantasy
空中,くうちゅう,in the air
クーラー,クーラー,cooler
釘,くぎ,nail
区切る,くぎる,"to separate, to divide, to demarcate"
櫛,くし,comb
くしゃみ,くしゃみ,sneeze
苦情,くじょう,complaint
苦心,くしん,"hard work, effort"
屑,くず,rubbish
崩す,くずす,"to destroy, to demolish, to break down, to collapse"
薬指,くすりゆび,ring finger
崩れる,くずれる,"falling apart, collapsing, crumbling"
砕く,くだく,"to break, to shatter, to crush"
砕ける,くだける,"to break apart, to shatter, to crumble"
くたびれる,くたびれる,fatiguing
くだらない,くだらない,"nonsense, trivial, insignificant, worthless"
下る,くだる,descend
唇,くちびる,lips
口紅,くちべに,lipstick
くっつく,くっつく,stick together
くっつける,くっつける,"to attach, to stick together, to connect"
くどい,くどい,profound
句読点,くとうてん,Punctuation
配る,くばる,to distribute
工夫,くふう,trickery
区分,くぶん,category
組合せ,くみあわせ,combination
組み立てる,くみたてる,to assemble
汲む,くむ,"to draw up, to draw out, to scoop up, to fetch"
酌む,くむ,"to consider, to take into account, to weigh"
悔しい,くやしい,regretful
悔やむ,くやむ,regret
クリーニング,クリーニング,cleaning
くるむ,くるむ,to wrap up
くれぐれも,くれぐれも,at all costs
咥える,くわえる,to hold in the mouth
郡,ぐん,County
稽古,けいこ,practice
敬語,けいご,Polite language
蛍光灯,けいこうとう,fluorescent lamp
形式,けいしき,form
継続,けいぞく,continuation
毛糸,けいと,yarn
経度,けいど,longitude
系統,けいとう,system
芸能,げいのう,entertainment
競馬,けいば,horse racing
警備,けいび,security
形容詞,けいようし,adjective
形容動詞,けいようどうし,Adjective verb
外科,げか,surgery
毛皮,けがわ,fur
激増,げきぞう,exponential increase
下車,げしゃ,getting off
下旬,げじゅん,late half
下水,げすい,sewer
削る,けずる,"to peel, to shave, to carve"
桁,けた,digit
下駄,げた,wooden step
血圧,けつあつ,blood pressure
血液,けつえき,blood
月給,げっきゅう,monthly salary
傑作,けっさく,masterpiece
月末,げつまつ,End of the month
気配,けはい,presence
下品,げひん,crude
煙い,けむい,smoke
蹴る,ける,to kick
険しい,けわしい,"difficult, steep, formidable, perilous"
見学,けんがく,"tour, visit"
謙虚,けんきょ,modesty
原稿,げんこう,draft
原産,げんさん,Origin
原始,げんし,primitive
研修,けんしゅう,training
厳重,げんじゅう,"strict, rigorous, careful, meticulous, secure, guarded"
謙遜,けんそん,modesty
県庁,けんちょう,Prefectural government
限度,げんど,limit
現に,げんに,currently
顕微鏡,けんびきょう,microscope
原理,げんり,principle
原料,げんりょう,raw materials
碁,ご,Go
恋しい,こいしい,miss
請う,こう,to ask for
工員,こういん,worker
強引,ごういん,forceful
公害,こうがい,Pollution
高級,こうきゅう,luxury
公共,こうきょう,public
工芸,こうげい,craftsmanship
孝行,こうこう,filial piety
交差,こうさ,intersection
講師,こうし,instructor
工事,こうじ,construction
公式,こうしき,formula
口実,こうじつ,excuse
こうして,こうして,like this
校舎,こうしゃ,school building
公衆,こうしゅう,public
香水,こうすい,perfume
公正,こうせい,impartiality
功績,こうせき,achievements
光線,こうせん,beam of light
高層,こうそう,high-rise
構造,こうぞう,structure
交替,こうたい,alternate
耕地,こうち,arable land
交通機関,こうつうきかん,transportation
校庭,こうてい,school grounds
肯定,こうてい,affirmative
高度,こうど,high level
高等,こうとう,high school
合同,ごうどう,Consortium
後輩,こうはい,junior
公表,こうひょう,publication
鉱物,こうぶつ,mineral
公務,こうむ,official duties
項目,こうもく,item
紅葉,こうよう,autumn leaves
合理,ごうり,"reason, rationality"
交流,こうりゅう,"communication, exchange, interaction"
合流,ごうりゅう,merging
効力,こうりょく,effectiveness
超える,こえる,"to surpass, to exceed, to overcome, to go beyond"
コース,コース,course
コーラス,コーラス,Chorus
焦がす,こがす,to burn; to scorch; to roast
国王,こくおう,King
国籍,こくせき,Nationality
国立,こくりつ,National
ごくろうさま,ごくろうさま,thank you
焦げる,こげる,"burning, burning up, scorching"
凍える,こごえる,freezing
心当たり,こころあたり,"my feelings, my thoughts, my inclination"
心得る,こころえる,"to achieve, to fulfill, to realize"
腰掛け,こしかけ,armchair
腰掛ける,こしかける,to sit down
五十音,ごじゅうおん,alphabet
胡椒,こしょう,pepper
こしらえる,こしらえる,"to make, to craft, to produce"
超す,こす,"to surpass, to exceed, to overcome, to defeat"
擦る,こする,to rub
ごぞんじですか,ごぞんじですか,How are you?
個体,こたい,individual
御馳走,ごちそう,"feast, treat, dinner"
ごちそうさま,ごちそうさま,Thank you for the meal
こちらこそ,こちらこそ,"Likewise, from me"
小遣い,こづかい,pocket money
コック,コック,cock
こっそり,こっそり,secretly
古典,こてん,classical
琴,こと,zither
言付ける,ことづける,to make someone feel embarrassed
言葉遣い,ことばづかい,word choice
こないだ,こないだ,last time
御無沙汰,ごぶさた,to neglect
こぼす,こぼす,spilling
こぼれる,こぼれる,spilling
塵芥,ごみ,"rubbish, trash, garbage"
ゴム,ゴム,rubber
御免,ごめん,"excuse, pardon, apology, permission"
ごめんください,ごめんください,Excuse me
小指,こゆび,little finger
こらえる,こらえる,to restrain oneself
娯楽,ごらく,leisure
御覧,ごらん,"Please see, Please look at"
コレクション,コレクション,collection
転がす,ころがす,to roll
転がる,ころがる,roll
紺,こん,navy
コンクール,コンクール,competition
コンクリート,コンクリート,concrete
混合,こんごう,mixture
コンセント,コンセント,outlet
献立,こんだて,menu
こんばんは,こんばんは,Good evening
サークル,サークル,circle
在学,ざいがく,en: studying
再三,さいさん,"again and again, repeatedly"
祭日,さいじつ,holiday
催促,さいそく,"Urgency, urging, prompt"
採点,さいてん,grading
災難,さいなん,disaster
裁縫,さいほう,sewing
材木,ざいもく,lumber
サイレン,サイレン,siren
逆さ,さかさ,upside down
逆様,さかさま,Upside down
捜す,さがす,to search
遡る,さかのぼる,to go back
酒場,さかば,pub
さきおととい,さきおととい,the day before yesterday
先程,さきほど,Just now
裂く,さく,to tear
索引,さくいん,index
作者,さくしゃ,Author
削除,さくじょ,delete
作成,さくせい,creation
作製,さくせい,"manufacturing, production, making"
探る,さぐる,to explore
囁く,ささやく,whisper
刺さる,ささる,"to pierce, to stab, to penetrate, to stick"
匙,さじ,spoon
座敷,ざしき,Living room
差し支え,さしつかえ,No problem
差し引き,さしひき,"discount, deduction, net price"
刺身,さしみ,sashimi
刺す,さす,"to pierce, to stab, to prick"
挿す,さす,to insert
注す,さす,to inject
射す,さす,to shoot
流石,さすが,"as expected, impressive, remarkable, worthy of praise, no doubt"
撮影,さつえい,shooting
雑音,ざつおん,noise
さっさと,さっさと,"Quickly, hurrying"
早速,さっそく,"immediately, at once"
錆,さび,rust
錆びる,さびる,to rust
座布団,ざぶとん,sitting cushion
冷ます,さます,cool down
妨げる,さまたげる,to obstruct
冷める,さめる,cool down
さようなら,さようなら,Goodbye
再来月,さらいげつ,next month
再来週,さらいしゅう,next week
再来年,さらいねん,next year
サラリーマン,サラリーマン,salaryman
騒がしい,さわがしい,noisy
さわやか,さわやか,refreshing
三角,さんかく,triangle
算数,さんすう,arithmetic
酸性,さんせい,acidic
産地,さんち,Origin
サンプル,サンプル,sample
山林,さんりん,forest
仕上がる,しあがる,"to be finished, to complete, to finish"
しあさって,しあさって,tomorrow
シーズン,シーズン,season
シーツ,シーツ,sheets
寺院,じいん,temple
しいんと,（する）,shii-nto
自衛,じえい,self-defense
塩辛い,しおからい,"salty, briny"
司会,しかい,"MC, host, chairperson"
四角,しかく,square
四角い,しかくい,square
時間割,じかんわり,Syllabus
四季,しき,seasons
敷地,しきち,premises
至急,しきゅう,urgent
敷く,しく,"to lay down, to spread out, to place"
茂る,しげる,growing thickly
持参,じさん,bringing with oneself
磁石,じしゃく,magnet
四捨五入,ししゃごにゅう,round to
始終,しじゅう,"always, consistently, perpetually"
自習,じしゅう,self-study
静まる,しずまる,calm down
姿勢,しせい,posture
自然科学,しぜんかがく,natural science
時速,じそく,kilometers per hour
子孫,しそん,descendants
死体,したい,cadaver
下書き,したがき,draft
下町,したまち,slum
自治,じち,local autonomy
実感,じっかん,realization
湿気,しっけ,humidity
湿気,しっき,humidity
しつこい,しつこい,persistent
実習,じっしゅう,practical training
実績,じっせき,achievements
湿度,しつど,humidity
執筆,しっぴつ,writing
実物,じつぶつ,actual
しっぽ,しっぽ,tail
実用,じつよう,practical
実力,じつりょく,"ability, capability, competence, merit, strength"
実例,じつれい,real-life examples
失恋,しつれん,breakup
指定,してい,specified
私鉄,してつ,private railway
児童,じどう,child
縛る,しばる,to bind
地盤,じばん,"foundation, ground"
しびれる,しびれる,tingling
紙幣,しへい,paper money
しぼむ,しぼむ,fade
絞る,しぼる,"to tighten, to narrow, to restrict"
縞,しま,stripes
地味,じみ,subtle
しみじみ,しみじみ,"warmly, tenderly, affectionately"
氏名,しめい,Name
締切,しめきり,Deadline
締め切る,しめきる,to set a deadline
湿る,しめる,damp
ジャーナリスト,ジャーナリスト,journalist
社会科学,しゃかいかがく,Social sciences
しゃがむ,しゃがむ,to squat
蛇口,じゃぐち,Faucet
弱点,じゃくてん,Weakness
車庫,しゃこ,Garage
車掌,しゃしょう,ticket holder
写生,しゃせい,lifelike drawing
社説,しゃせつ,op-ed
しゃっくり,しゃっくり,chuckle
シャッター,シャッター,shutter
しゃぶる,しゃぶる,to burn
車輪,しゃりん,wheel
洒落,しゃれ,"to be stylish, to be fashionable, to be witty, to be nonchalant"
じゃんけん,じゃんけん,rock-paper-scissors
集会,しゅうかい,meeting
住居,じゅうきょ,residence
集金,しゅうきん,collecting money
集合,しゅうごう,set
習字,しゅうじ,calligraphy
修繕,しゅうぜん,repair
重体,じゅうたい,heavy burden
じゅうたん,（カーペット）,carpet
終点,しゅうてん,end point
重点,じゅうてん,focus
就任,しゅうにん,taking office
周辺,しゅうへん,surrounding
重役,じゅうやく,Key figure
終了,しゅうりょう,end
重量,じゅうりょう,weight
重力,じゅうりょく,gravity
熟語,じゅくご,word
祝日,しゅくじつ,Holiday
縮小,しゅくしょう,"reduction, shrinkage"
受験,じゅけん,applicant
主語,しゅご,Subject
出勤,しゅっきん,going to work
述語,じゅつご,Predicate
出張,しゅっちょう,Business trip
寿命,じゅみょう,lifespan
主役,しゅやく,protagonist
受話器,じゅわき,headset
循環,じゅんかん,circulation
巡査,じゅんさ,police officer
順々,じゅんじゅん,step by step
順序,じゅんじょ,order
純情,じゅんじょう,innocent
純粋,じゅんすい,pure
消化,しょうか,digestion
小学生,しょうがくせい,elementary school
しょうがない,しょうがない,I have to
将棋,しょうぎ,shogi
蒸気,じょうき,Steam
定規,じょうぎ,ruler
上級,じょうきゅう,advanced
商業,しょうぎょう,commerce
消極的,しょうきょくて,passive
き,き,ki
賞金,しょうきん,Prize money
上下,じょうげ,up and down
障子,しょうじ,shoji
商社,しょうしゃ,Trading company
乗車,じょうしゃ,getting in a vehicle; boarding
上旬,じょうじゅん,Early in the month
生ずる,しょうずる,arise
小数,しょうすう,decimal
商店,しょうてん,shop
焦点,しょうてん,focus
消毒,しょうどく,disinfection
勝敗,しょうはい,win/loss
蒸発,じょうはつ,evaporation
賞品,しょうひん,prizes
勝負,しょうぶ,"match, contest, game, competition"
小便,しょうべん,feces
消防署,しょうぼうしょ,fire station
正味,しょうみ,Net
正面,しょうめん,head-on
消耗,しょうもう,depletion
醤油,しょうゆ,soy sauce
省略,しょうりゃく,abbreviation
初級,しょきゅう,Beginner
助教授,じょきょうじゅ,Assistant professor
食塩,しょくえん,salt
職人,しょくにん,craftsman
初旬,しょじゅん,early spring
書籍,しょせき,book
食器,しょっき,dishware
ショップ,ショップ,shop
書店,しょてん,bookstore
書道,しょどう,calligraphy
白髪,しらが,white hair
知合い,しりあい,acquaintance
シリーズ,シリーズ,series
私立,しりつ,private
資料,しりょう,"materials, documents, data"
汁,しる,broth
素人,しろうと,layman
芯,しん,core
新幹線,しんかんせん,Shinkansen
真空,しんくう,Vacuum
信ずる,しんずる,to believe
心身,しんしん,mind and body
申請,しんせい,application
人造,じんぞう,Artificial
寝台,しんだい,Sleeping berth
診断,しんだん,diagnosis
侵入,しんにゅう,intrusion
人文科学,じんぶんかがく,humanities
人命,じんめい,Human life
深夜,しんや,late at night
森林,しんりん,forest
親類,しんるい,relatives
針路,しんろ,course
神話,しんわ,myth
酢,す,vinegar
水産,すいさん,seafood
炊事,すいじ,cooking
水蒸気,すいじょうき,water vapor
水素,すいそ,Hydrogen
垂直,すいちょく,vertical
推定,すいてい,estimated
水滴,すいてき,water droplet
水筒,すいとう,water bottle
随筆,ずいひつ,essay
水分,すいぶん,Moisture
水平,すいへい,level
水平線,すいへいせん,horizon
水曜,すいよう,Wednesday
ずうずうしい,ずうずうしい,silly
ずうっと,ずうっと,continuously
末っ子,すえっこ,youngest child
スカーフ,スカーフ,scarf
図鑑,ずかん,encyclopedia
杉,すぎ,pine
好き嫌い,すききらい,likes and dislikes
好き好き,すきずき,"I like, I like"
透き通る,すきとおる,transparent
隙間,すきま,gap
スクール,スクール,school
すくなくとも,すくなくとも,at least
図形,ずけい,shape
スケジュール,スケジュール,schedule
鈴,すず,bell
涼む,すずむ,to cool down
スタート,スタート,start
スチュワーデス,スチュワーデス,flight attendant
すっきり,すっきり,"clear, refreshing, neat, tidy, clean"
すっぱい,すっぱい,stinky
ステージ,ステージ,stage
棄てる,すてる,to discard
ストッキング,ストッキング,stocking
ストップ,ストップ,stop
素直,すなお,sincere
頭脳,ずのう,brain
スピーカー,スピーカー,speaker
図表,ずひょう,chart
スマート,スマート,smart
住まい,すまい,dwelling
すまない,すまない,Sorry
墨,すみ,ink
澄む,すむ,to become clear
清む,すむ,"clear, make clear"
相撲,すもう,Sumo
スライド,スライド,slide
ずらす,ずらす,to shift
ずらり,ずらり,in a row
掏摸,すり,to touch and feel
刷る,する,to print
狡い,ずるい,cunning
すれちがう,すれちがう,run into
滑れる,ずれる,to slide
寸法,すんぽう,dimensions
姓,せい,last name
税関,ぜいかん,customs
製作,せいさく,production
制作,せいさく,production
性質,せいしつ,"characteristic, nature, quality, trait"
清書,せいしょ,neat handwriting
青少年,せいしょうねん,Teenagers
整数,せいすう,Integer
清掃,せいそう,cleaning
生存,せいぞん,survival
生長,せいちょう,growth
政党,せいとう,political party
生年月日,せいねんがっぴ,Date of birth
性能,せいのう,performance
整備,せいび,maintenance
成分,せいぶん,ingredients
性別,せいべつ,gender
正方形,せいほうけい,square
正門,せいもん,main gate
成立,せいりつ,"establishment, formation, realization, coming into being"
西暦,せいれき,Gregorian calendar
背負う,せおう,to carry on one's back; to bear; to shoulder
赤道,せきどう,Equator
折角,せっかく,It's a pity
接近,せっきん,Approach
石鹸,せっけん,soap
接する,せっする,to come into contact with
せっせと,せっせと,with all one's might
接続,せつぞく,connection
瀬戸物,せともの,Ceramics
ぜひとも,ぜひとも,"definitely, certainly, without a doubt"
迫る,せまる,"approaching, imminent, looming, drawing near"
ゼミ,ゼミ,seminar
せめて,せめて,at least
攻める,せめる,to attack
セメント,セメント,cement
栓,せん,tap
前後,ぜんご,front and back
洗剤,せんざい,detergent
全集,ぜんしゅう,Collected works
全身,ぜんしん,full body
扇子,せんす,hand fan
専制,せんせい,autocratic
